billing_month	imsi	charge_type	final_start_d	final_end_d	excel_final_days	date_span_days	excel_monthly_rate	excel_final_charge	full_month_formula_amount	prorated_formula_amount	signed_prorated_formula_amount	type_formula_amount	excel_formula_residual_reason	excel_formula_amount_diff
2026-04	083901516081835179	New Activation: Prorated-in Charge	2026-04-16	2026-04-27	12.0	12.0	43.0	16.64516129032258	43.0	17.2	-17.2	17.2	AMOUNT_FORMULA_RESIDUAL	-0.554839
2026-04	083901516081835397	New Activation: Prorated-in Charge	2026-04-03	2026-04-27	25.0	25.0	43.0	34.677419354838705	43.0	35.833333	-35.833333	35.833333	AMOUNT_FORMULA_RESIDUAL	-1.155914
2026-04	083901516081837927	New Activation: Prorated-in Charge	2026-04-21	2026-04-29	9.0	9.0	43.0	12.483870967741936	43.0	12.9	-12.9	12.9	AMOUNT_FORMULA_RESIDUAL	-0.416129
2026-04	083901516081837935	New Activation: Prorated-in Charge	2026-04-25	2026-04-27	3.0	3.0	43.0	4.161290322580645	43.0	4.3	-4.3	4.3	AMOUNT_FORMULA_RESIDUAL	-0.13871
2026-04	083901516081838465	New Activation: Prorated-in Charge	2026-04-22	2026-04-29	8.0	8.0	43.0	11.096774193548386	43.0	11.466667	-11.466667	11.466667	AMOUNT_FORMULA_RESIDUAL	-0.369893
2026-04	083901516081930866	New Activation: Prorated-in Charge	2026-04-23	2026-04-29	7.0	7.0	43.0	9.709677419354838	43.0	10.033333	-10.033333	10.033333	AMOUNT_FORMULA_RESIDUAL	-0.323656
2026-04	083901516081932710	New Activation: Prorated-in Charge	2026-04-12	2026-04-29	18.0	18.0	43.0	24.967741935483872	43.0	25.8	-25.8	25.8	AMOUNT_FORMULA_RESIDUAL	-0.832258
2026-04	083901516081933496	New Activation: Prorated-in Charge	2026-04-04	2026-04-29	26.0	26.0	43.0	36.064516129032256	43.0	37.266667	-37.266667	37.266667	AMOUNT_FORMULA_RESIDUAL	-1.202151
2026-04	083901516081935252	New Activation: Prorated-in Charge	2026-04-21	2026-04-29	9.0	9.0	43.0	12.483870967741936	43.0	12.9	-12.9	12.9	AMOUNT_FORMULA_RESIDUAL	-0.416129
2026-04	083901516081937522	New Activation: Prorated-in Charge	2026-04-03	2026-04-27	25.0	25.0	43.0	34.677419354838705	43.0	35.833333	-35.833333	35.833333	AMOUNT_FORMULA_RESIDUAL	-1.155914
2026-04	083901516081937620	New Activation: Prorated-in Charge	2026-04-23	2026-04-29	7.0	7.0	43.0	9.709677419354838	43.0	10.033333	-10.033333	10.033333	AMOUNT_FORMULA_RESIDUAL	-0.323656
2026-04	083901516081937886	New Activation: Prorated-in Charge	2026-04-07	2026-04-25	19.0	19.0	43.0	26.35483870967742	43.0	27.233333	-27.233333	27.233333	AMOUNT_FORMULA_RESIDUAL	-0.878494
2026-04	083911880231620902	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231620903	New Activation: Prorated-in Charge	2026-04-03	2026-04-18	16.0	16.0	62.0	32.0	62.0	33.066667	-33.066667	33.066667	AMOUNT_FORMULA_RESIDUAL	-1.066667
2026-04	083911880231620905	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231620912	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231620915	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231620922	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231620932	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231620939	New Activation: Prorated-in Charge	2026-04-06	2026-04-18	13.0	13.0	62.0	26.0	62.0	26.866667	-26.866667	26.866667	AMOUNT_FORMULA_RESIDUAL	-0.866667
2026-04	083911880231620942	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231620951	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231620954	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231620961	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231620963	New Activation: Prorated-in Charge	2026-04-04	2026-04-18	15.0	15.0	62.0	30.0	62.0	31.0	-31.0	31.0	AMOUNT_FORMULA_RESIDUAL	-1.0
2026-04	083911880231620964	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231620971	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231620973	New Activation: Prorated-in Charge	2026-04-03	2026-04-18	16.0	16.0	62.0	32.0	62.0	33.066667	-33.066667	33.066667	AMOUNT_FORMULA_RESIDUAL	-1.066667
2026-04	083911880231620974	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231620981	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231620983	New Activation: Prorated-in Charge	2026-04-03	2026-04-18	16.0	16.0	62.0	32.0	62.0	33.066667	-33.066667	33.066667	AMOUNT_FORMULA_RESIDUAL	-1.066667
2026-04	083911880231620984	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231620991	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231620994	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231621901	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231621904	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231621910	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231621911	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231621914	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231621920	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231621921	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231621924	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231621930	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231621931	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231621934	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231621940	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231621941	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231621944	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231621945	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231621950	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231621951	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231621954	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231621960	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231621961	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231621963	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231621970	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231621971	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231621973	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231621981	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231621982	New Activation: Prorated-in Charge	2026-04-06	2026-04-18	13.0	13.0	62.0	26.0	62.0	26.866667	-26.866667	26.866667	AMOUNT_FORMULA_RESIDUAL	-0.866667
2026-04	083911880231621983	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231621986	New Activation: Prorated-in Charge	2026-04-06	2026-04-18	13.0	13.0	62.0	26.0	62.0	26.866667	-26.866667	26.866667	AMOUNT_FORMULA_RESIDUAL	-0.866667
2026-04	083911880231621987	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231621991	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231621993	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231622910	New Activation: Prorated-in Charge	2026-04-06	2026-04-18	13.0	13.0	62.0	26.0	62.0	26.866667	-26.866667	26.866667	AMOUNT_FORMULA_RESIDUAL	-0.866667
2026-04	083911880231623901	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231623904	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231623905	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231623907	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231623911	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231623914	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231623915	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231623917	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231623921	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231623924	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231623925	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231623926	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231623927	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231623929	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231623934	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231623935	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231623937	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231623939	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231623944	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231623945	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231623947	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231623954	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231623955	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231623957	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231623964	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231623965	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231623974	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231623975	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231623984	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231623985	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231623994	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231623998	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231624903	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231624904	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231624907	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231624913	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231624914	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231624917	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231624923	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231624933	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231624948	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231624964	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231624974	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231624977	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231624987	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231626801	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231626805	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231626807	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231626817	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231626827	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231626837	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231626847	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231626857	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231626866	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231626867	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231626874	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231626876	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231626884	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231626886	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231626894	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231626896	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231627801	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231627805	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231627807	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231627811	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231627815	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
2026-04	083911880231627817	New Activation: Prorated-in Charge	2026-04-09	2026-04-18	10.0	10.0	62.0	20.0	62.0	20.666667	-20.666667	20.666667	AMOUNT_FORMULA_RESIDUAL	-0.666667
