excel_source_file	official_excel_billing_month	imsi	excel_iccid	excel_product_name	excel_product_id	charge_type	excel_cycle_start	excel_cycle_end	excel_final_start	excel_final_end	excel_days	excel_price	excel_amount	excel_note	excel_line_no	excel_row_key	platform_product_id	platform_supplier_id	platform_product_name	platform_monthly_rent	platform_package_price	platform_time_zone	platform_iccid	snapshot_cycle_start	snapshot_cycle_end	last_snapshot_ts	history_cycle_start	history_cycle_end	history_package_price	history_time_zone	platform_cycle_start	platform_cycle_end	platform_window_source	platform_candidate_count	platform_candidate_product_count	platform_candidate_window_count	candidate_rank	activation_event_count	offstock_event_count	replacement_event_count	transfer_event_count	rule_id	platform_calculated_price	platform_price_state	product_mapping_status	platform_cycle_days	platform_calculated_days	platform_window_covers_excel	platform_calculated_amount	day_diff	price_diff	amount_diff	numeric_match_status	platform_product_mapping_status	platform_amount_evidence_status	difference_reason	formal_match_status	platform_calculated_amount_known
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144065414868		AT&T 125GB Plan ATM RA (WA)		Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	43.0000000000	43.0000000000		1329	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1329	600111145	2275	AT&T 150GB Plan ATM RA (WA)	43.0000000000	43.0000000000	GMT-5	89014103334561455738	2026-04-04	2026-05-04	2026-04-30T23:00:00.000Z	2026-04-04	2026-05-03	0E-10	GMT-5	2026-04-04	2026-05-03	CYCLE_HISTORY	2	1	1	1	0	0	0	0	R_FULL_CYCLE_MONTHLY	43.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	30.0000000000	30.0000000000	1	43.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	KNOWN	NO_DIFFERENCE	MATCHED	43.000000
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144065414980		AT&T 125GB Plan ATM RA (WA)		Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	43.0000000000	43.0000000000		1333	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1333	600111145	2275	AT&T 150GB Plan ATM RA (WA)	43.0000000000	43.0000000000	GMT-5	89014103334561455951	2026-04-04	2026-05-04	2026-04-30T23:00:00.000Z	2026-04-04	2026-05-03	0E-10	GMT-5	2026-04-04	2026-05-03	CYCLE_HISTORY	2	1	1	1	0	0	0	0	R_FULL_CYCLE_MONTHLY	43.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	30.0000000000	30.0000000000	1	43.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	KNOWN	NO_DIFFERENCE	MATCHED	43.000000
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144065415095		AT&T 125GB Plan ATM RA (WA)		Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	43.0000000000	43.0000000000		1337	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1337	600111145	2275	AT&T 150GB Plan ATM RA (WA)	43.0000000000	43.0000000000	GMT-5	89014103334561255823	2026-03-04	2026-04-04	2026-04-04T03:00:00.000Z	2026-04-04	2026-05-03	0E-10	GMT-5	2026-04-04	2026-05-03	CYCLE_HISTORY	2	1	1	1	0	2	0	0	R_FULL_CYCLE_MONTHLY	43.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	30.0000000000	30.0000000000	1	43.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	KNOWN	NO_DIFFERENCE	MATCHED	43.000000
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144065415157		AT&T 300GB Plan ATM RA (WA)		Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	62.0000000000	62.0000000000		1339	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1339	600111155	2275	AT&T 300GB Plan ATM RA (WA)	62.0000000000	62.0000000000	GMT-5	89014103334561251707	2026-03-04	2026-04-04	2026-04-04T03:00:00.000Z	2026-04-04	2026-05-03	0E-10	GMT-5	2026-04-04	2026-05-03	CYCLE_HISTORY	2	1	1	1	0	2	0	0	R_FULL_CYCLE_MONTHLY	62.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_EXACT_ONLY	30.0000000000	30.0000000000	1	62.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	KNOWN	NO_DIFFERENCE	MATCHED	62.000000
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144065415215		AT&T 125GB Plan ATM RA (WA)		Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	43.0000000000	43.0000000000		1342	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1342	600111145	2275	AT&T 150GB Plan ATM RA (WA)	43.0000000000	43.0000000000	GMT-5	89014103334561420054	2026-04-04	2026-05-04	2026-04-30T23:00:00.000Z	2026-04-04	2026-05-03	0E-10	GMT-5	2026-04-04	2026-05-03	CYCLE_HISTORY	2	1	1	1	0	0	0	0	R_FULL_CYCLE_MONTHLY	43.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	30.0000000000	30.0000000000	1	43.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	KNOWN	NO_DIFFERENCE	MATCHED	43.000000
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144065415751		AT&T 300GB Plan ATM RA (WA)		Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	62.0000000000	62.0000000000		1354	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1354	600111155	2275	AT&T 300GB Plan ATM RA (WA)	62.0000000000	62.0000000000	GMT-5	89014103334561255401	2026-03-04	2026-04-04	2026-04-04T03:00:00.000Z	2026-04-04	2026-05-03	0E-10	GMT-5	2026-04-04	2026-05-03	CYCLE_HISTORY	2	1	1	1	0	2	0	0	R_FULL_CYCLE_MONTHLY	62.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_EXACT_ONLY	30.0000000000	30.0000000000	1	62.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	KNOWN	NO_DIFFERENCE	MATCHED	62.000000
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144065415803		AT&T 125GB Plan ATM RA (WA)		Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	43.0000000000	43.0000000000		1356	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1356	600111145	2275	AT&T 150GB Plan ATM RA (WA)	43.0000000000	43.0000000000	GMT-5	89014103334561470893	2026-04-04	2026-05-04	2026-04-30T23:00:00.000Z	2026-04-04	2026-05-03	0E-10	GMT-5	2026-04-04	2026-05-03	CYCLE_HISTORY	2	1	1	1	0	0	0	0	R_FULL_CYCLE_MONTHLY	43.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	30.0000000000	30.0000000000	1	43.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	KNOWN	NO_DIFFERENCE	MATCHED	43.000000
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144006956589		ATT 300GB Plan DF BU (5) (WA)		New Activation: Prorated-in Charge	2026-04-03	2026-05-02	2026-04-26	2026-05-02	7.0000000000	62.0000000000	14.4666666667		137	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#137	600111123	2275	ATT 300GB Plan DF BU (5) (WA)	62.0000000000	62.0000000000	GMT-5	89014104334605840100	2026-04-03	2026-05-03	2026-04-30T23:00:00.000Z	2026-04-03	2026-05-02	0E-10	GMT-5	2026-04-03	2026-05-02	CYCLE_HISTORY	1	1	1	1	0	0	0	0	R_DAILY_PRORATED_NEW_ACTIVATION	62.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_EXACT_ONLY	30.0000000000	7.0000000000	1	14.466667	0E-9	0E-9	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	NO_ACTIVATION_EVENT_IN_PLATFORM_LOG	NO_ACTIVATION_EVENT_IN_PLATFORM_LOG	MISSING_DATA	
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144065416377		AT&T 300GB Plan SP RA (WA)		Full Cycle Charge	2026-04-25	2026-05-24	2026-04-25	2026-05-24	30.0000000000	62.0000000000	62.0000000000		1373	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1373	600111150	2275	AT&T 150GB Plan SP RA (WA)	43.0000000000	43.0000000000	GMT-5	89014103334561429642	2026-04-25	2026-05-25	2026-04-30T23:00:00.000Z	2026-04-25	2026-05-24	0E-10	GMT-5	2026-04-25	2026-05-24	CYCLE_HISTORY	2	1	1	1	0	0	0	0	R_FULL_CYCLE_MONTHLY	43.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	30.0000000000	30.0000000000	1	43.000000	0E-9	-19.000000000	-19.000000	NUMERIC_DIFF	PLATFORM_PRICE_NOT_EXACT	PRODUCT_MAPPING_NOT_PROVEN	PRICE_DIFF	MISSING_MAPPING	
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144065416387		AT&T 125GB Plan ATM RA (WA)		Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	43.0000000000	43.0000000000		1374	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1374	600111145	2275	AT&T 150GB Plan ATM RA (WA)	43.0000000000	43.0000000000	GMT-5	89014103334561256037	2026-04-04	2026-05-04	2026-04-30T23:00:00.000Z	2026-04-04	2026-05-03	0E-10	GMT-5	2026-04-04	2026-05-03	CYCLE_HISTORY	2	1	1	1	0	2	0	0	R_FULL_CYCLE_MONTHLY	43.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	30.0000000000	30.0000000000	1	43.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	KNOWN	NO_DIFFERENCE	MATCHED	43.000000
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144006957466		ATT 300GB Plan DF BU (5) (WA)		New Activation: Prorated-in Charge	2026-04-03	2026-05-02	2026-04-26	2026-05-02	7.0000000000	62.0000000000	14.4666666667		138	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#138	600111123	2275	ATT 300GB Plan DF BU (5) (WA)	62.0000000000	62.0000000000	GMT-5	89014104334605840167	2026-04-03	2026-05-03	2026-04-30T23:00:00.000Z	2026-04-03	2026-05-02	0E-10	GMT-5	2026-04-03	2026-05-02	CYCLE_HISTORY	1	1	1	1	0	0	0	0	R_DAILY_PRORATED_NEW_ACTIVATION	62.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_EXACT_ONLY	30.0000000000	7.0000000000	1	14.466667	0E-9	0E-9	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	NO_ACTIVATION_EVENT_IN_PLATFORM_LOG	NO_ACTIVATION_EVENT_IN_PLATFORM_LOG	MISSING_DATA	
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144065416894		AT&T 300GB Plan ATM RA (WA)		Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	62.0000000000	62.0000000000		1392	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1392	600111155	2275	AT&T 300GB Plan ATM RA (WA)	62.0000000000	62.0000000000	GMT-5	89014103334561424965	2026-04-04	2026-05-04	2026-04-30T23:00:00.000Z	2026-04-04	2026-05-03	0E-10	GMT-5	2026-04-04	2026-05-03	CYCLE_HISTORY	2	1	1	1	0	0	0	0	R_FULL_CYCLE_MONTHLY	62.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_EXACT_ONLY	30.0000000000	30.0000000000	1	62.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	KNOWN	NO_DIFFERENCE	MATCHED	62.000000
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144065416944		AT&T 125GB Plan ATM RA (WA)		Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	43.0000000000	43.0000000000		1395	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1395	600111145	2275	AT&T 150GB Plan ATM RA (WA)	43.0000000000	43.0000000000	GMT-5	89014103334561471040	2026-03-04	2026-04-04	2026-04-04T03:00:00.000Z	2026-04-04	2026-05-03	0E-10	GMT-5	2026-04-04	2026-05-03	CYCLE_HISTORY	2	1	1	1	0	0	0	0	R_FULL_CYCLE_MONTHLY	43.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	30.0000000000	30.0000000000	1	43.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	KNOWN	NO_DIFFERENCE	MATCHED	43.000000
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144065416952		AT&T 125GB Plan ATM RA (WA)		Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	43.0000000000	43.0000000000		1396	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1396	600111145	2275	AT&T 150GB Plan ATM RA (WA)	43.0000000000	43.0000000000	GMT-5	89014103334561421201	2026-03-04	2026-04-04	2026-04-04T03:00:00.000Z	2026-04-04	2026-05-03	0E-10	GMT-5	2026-04-04	2026-05-03	CYCLE_HISTORY	2	1	1	1	0	0	0	0	R_FULL_CYCLE_MONTHLY	43.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	30.0000000000	30.0000000000	1	43.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	KNOWN	NO_DIFFERENCE	MATCHED	43.000000
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144065417100		AT&T 125GB Plan ATM RA (WA)		Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	43.0000000000	43.0000000000		1398	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1398	600111145	2275	AT&T 150GB Plan ATM RA (WA)	43.0000000000	43.0000000000	GMT-5	89014103334561251012	2026-04-04	2026-05-04	2026-04-30T23:00:00.000Z	2026-04-04	2026-05-03	0E-10	GMT-5	2026-04-04	2026-05-03	CYCLE_HISTORY	2	1	1	1	0	2	0	0	R_FULL_CYCLE_MONTHLY	43.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	30.0000000000	30.0000000000	1	43.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	KNOWN	NO_DIFFERENCE	MATCHED	43.000000
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144065417230		AT&T 125GB Plan ATM RA (WA)		Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	43.0000000000	43.0000000000		1403	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1403	600111145	2275	AT&T 150GB Plan ATM RA (WA)	43.0000000000	43.0000000000	GMT-5	89014103334561250675	2026-03-04	2026-04-04	2026-04-04T03:00:00.000Z	2026-04-04	2026-05-03	0E-10	GMT-5	2026-04-04	2026-05-03	CYCLE_HISTORY	2	1	1	1	0	2	0	0	R_FULL_CYCLE_MONTHLY	43.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	30.0000000000	30.0000000000	1	43.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	KNOWN	NO_DIFFERENCE	MATCHED	43.000000
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144065417523		AT&T 300GB Plan ATM RA (WA)		Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	62.0000000000	62.0000000000		1413	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1413	600111155	2275	AT&T 300GB Plan ATM RA (WA)	62.0000000000	62.0000000000	GMT-5	89014103334561455746	2026-03-04	2026-04-04	2026-04-04T03:00:00.000Z	2026-04-04	2026-05-03	0E-10	GMT-5	2026-04-04	2026-05-03	CYCLE_HISTORY	2	1	1	1	0	0	0	0	R_FULL_CYCLE_MONTHLY	62.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_EXACT_ONLY	30.0000000000	30.0000000000	1	62.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	KNOWN	NO_DIFFERENCE	MATCHED	62.000000
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144065417544		AT&T 300GB Plan ATM RT (WA)		Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	62.0000000000	62.0000000000		1414	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1414	600111087	2275	AT&T 150GB Plan ATM RT (WA)	43.0000000000	43.0000000000	GMT-5	89014103334561418819	2026-03-04	2026-04-04	2026-04-04T03:00:00.000Z	2026-04-04	2026-05-03	0E-10	GMT-5	2026-04-04	2026-05-03	CYCLE_HISTORY	2	1	1	1	0	0	0	0	R_FULL_CYCLE_MONTHLY	43.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	30.0000000000	30.0000000000	1	43.000000	0E-9	-19.000000000	-19.000000	NUMERIC_DIFF	PLATFORM_PRICE_NOT_EXACT	PRODUCT_MAPPING_NOT_PROVEN	PRICE_DIFF	MISSING_MAPPING	
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144065418089		AT&T 125GB Plan ATM RA (WA)		Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	43.0000000000	43.0000000000		1434	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1434	600111145	2275	AT&T 150GB Plan ATM RA (WA)	43.0000000000	43.0000000000	GMT-5	89014103334561429733	2026-04-04	2026-05-04	2026-04-30T23:00:00.000Z	2026-04-04	2026-05-03	0E-10	GMT-5	2026-04-04	2026-05-03	CYCLE_HISTORY	2	1	1	1	0	0	0	0	R_FULL_CYCLE_MONTHLY	43.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	30.0000000000	30.0000000000	1	43.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	KNOWN	NO_DIFFERENCE	MATCHED	43.000000
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144065418174		ATT 300GB Plan XY PP (WA)		Partial Charge - Card Replaced Mid Cycle	2026-04-01	2026-04-30	2026-04-01	2026-04-02	2.0000000000	62.0000000000	4.1333333333		1436	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1436	60011515	2275	ATT 300GB Plan XY PP (WA)		62.0000000000	GMT-5	89014103334561420971	2026-03-01	2026-04-01	2026-04-01T03:00:00.000Z	2026-04-01	2026-04-30	0E-10	GMT-5	2026-04-01	2026-04-30	CYCLE_HISTORY	2	1	1	1	0	1	0	0	R_DAILY_PRORATED_REPLACEMENT_OLD_CARD	62.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_EXACT_ONLY	30.0000000000	2.0000000000	1	4.133333	0E-9	0E-9	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	NO_EXPLICIT_REPLACEMENT_MAPPING	NO_EXPLICIT_REPLACEMENT_MAPPING	MISSING_MAPPING	
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144016490788		ATT 300GB Plan AT PP (WA)		Full Cycle Charge	2026-04-10	2026-05-09	2026-04-10	2026-05-09	30.0000000000	62.0000000000	62.0000000000		145	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#145	60011436	2275	ATT 300GB Plan AT PP (WA)	62.0000000000	62.0000000000	GMT-5	89014104334619463295	2026-03-10	2026-04-10	2026-04-10T03:00:00.000Z	2026-04-10	2026-05-09	0E-10	GMT-5	2026-04-10	2026-05-09	CYCLE_HISTORY	2	1	1	1	0	0	0	0	R_FULL_CYCLE_MONTHLY	62.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_EXACT_ONLY	30.0000000000	30.0000000000	1	62.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	KNOWN	NO_DIFFERENCE	MATCHED	62.000000
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144065418812		AT&T 125GB Plan ATM RA (WA)		Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	43.0000000000	43.0000000000		1461	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1461	600111145	2275	AT&T 150GB Plan ATM RA (WA)	43.0000000000	43.0000000000	GMT-5	89014103334561412127	2026-03-04	2026-04-04	2026-04-04T03:00:00.000Z	2026-04-04	2026-05-03	0E-10	GMT-5	2026-04-04	2026-05-03	CYCLE_HISTORY	2	1	1	1	0	0	0	0	R_FULL_CYCLE_MONTHLY	43.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	30.0000000000	30.0000000000	1	43.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	KNOWN	NO_DIFFERENCE	MATCHED	43.000000
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144065419043		AT&T 125GB Plan ATM RA (WA)		Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	43.0000000000	43.0000000000		1473	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1473	600111145	2275	AT&T 150GB Plan ATM RA (WA)	43.0000000000	43.0000000000	GMT-5	89014103334561424502	2026-04-04	2026-05-04	2026-04-30T23:00:00.000Z	2026-04-04	2026-05-03	0E-10	GMT-5	2026-04-04	2026-05-03	CYCLE_HISTORY	2	1	1	1	0	0	0	0	R_FULL_CYCLE_MONTHLY	43.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	30.0000000000	30.0000000000	1	43.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	KNOWN	NO_DIFFERENCE	MATCHED	43.000000
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144065419128		AT&T 300GB Plan ATM RA (WA)		Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	62.0000000000	62.0000000000		1475	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1475	600111155	2275	AT&T 300GB Plan ATM RA (WA)	62.0000000000	62.0000000000	GMT-5	89014103334561417860	2026-04-04	2026-05-04	2026-04-30T23:00:00.000Z	2026-04-04	2026-05-03	0E-10	GMT-5	2026-04-04	2026-05-03	CYCLE_HISTORY	2	1	1	1	0	0	0	0	R_FULL_CYCLE_MONTHLY	62.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_EXACT_ONLY	30.0000000000	30.0000000000	1	62.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	KNOWN	NO_DIFFERENCE	MATCHED	62.000000
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144065419148		AT&T 300GB Plan SP RA (WA)		Full Cycle Charge	2026-04-25	2026-05-24	2026-04-25	2026-05-24	30.0000000000	62.0000000000	62.0000000000		1476	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1476	600111150	2275	AT&T 150GB Plan SP RA (WA)	43.0000000000	43.0000000000	GMT-5	89014103334561429329	2026-03-25	2026-04-25	2026-04-25T03:00:00.000Z	2026-04-25	2026-05-24	0E-10	GMT-5	2026-04-25	2026-05-24	CYCLE_HISTORY	2	1	1	1	0	0	0	0	R_FULL_CYCLE_MONTHLY	43.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	30.0000000000	30.0000000000	1	43.000000	0E-9	-19.000000000	-19.000000	NUMERIC_DIFF	PLATFORM_PRICE_NOT_EXACT	PRODUCT_MAPPING_NOT_PROVEN	PRICE_DIFF	MISSING_MAPPING	
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144065419270		AT&T 300GB Plan ATM RA (WA)		Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	62.0000000000	62.0000000000		1484	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1484	600111155	2275	AT&T 300GB Plan ATM RA (WA)	62.0000000000	62.0000000000	GMT-5	89014103334561250592	2026-04-04	2026-05-04	2026-04-30T23:00:00.000Z	2026-04-04	2026-05-03	0E-10	GMT-5	2026-04-04	2026-05-03	CYCLE_HISTORY	2	1	1	1	0	2	0	0	R_FULL_CYCLE_MONTHLY	62.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_EXACT_ONLY	30.0000000000	30.0000000000	1	62.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	KNOWN	NO_DIFFERENCE	MATCHED	62.000000
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144065419329		AT&T 300GB Plan ATM RA (WA)		Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	62.0000000000	62.0000000000		1486	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1486	600111155	2275	AT&T 300GB Plan ATM RA (WA)	62.0000000000	62.0000000000	GMT-5	89014103334561425285	2026-04-04	2026-05-04	2026-04-30T23:00:00.000Z	2026-04-04	2026-05-03	0E-10	GMT-5	2026-04-04	2026-05-03	CYCLE_HISTORY	2	1	1	1	0	0	0	0	R_FULL_CYCLE_MONTHLY	62.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_EXACT_ONLY	30.0000000000	30.0000000000	1	62.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	KNOWN	NO_DIFFERENCE	MATCHED	62.000000
