imsi	source_file	charge_type	excel_new_activation_date	excel_final_start_date	excel_final_end_date	excel_days	excel_price	excel_amount	activation_event_time	pre_status	next_status	desc_log	description	event_to_excel_start_days	rn
083901144065314469	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144065314505	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	9.000000000000	43.000000000000	13.821428571429	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144065314593	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	15.000000000000	43.000000000000	23.035714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144065314923	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	9.000000000000	43.000000000000	13.821428571429	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144065315677	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	9.000000000000	43.000000000000	13.821428571429	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144065315962	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144065316064	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144065316080	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144065316138	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	10.000000000000	43.000000000000	15.357142857143	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144065316391	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144065316452	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	9.000000000000	43.000000000000	13.821428571429	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144065317497	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144065317677	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144065317763	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	9.000000000000	43.000000000000	13.821428571429	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144065318083	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144065319611	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144065319870	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144065411073	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144065411604	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	15.000000000000	43.000000000000	23.035714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144065411833	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144065411884	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144065412014	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	14.000000000000	43.000000000000	21.500000000000	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144065412233	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144065414120	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144065414150	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144065414868	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	11.000000000000	43.000000000000	16.892857142857	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144065414980	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144065415054	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	10.000000000000	43.000000000000	15.357142857143	02/18/2026 00:43:00	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	6	1
083901144065415215	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144065416066	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	14.000000000000	43.000000000000	21.500000000000	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144065416429	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	18.000000000000	43.000000000000	27.642857142857	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144065416952	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	20.000000000000	43.000000000000	30.714285714286	02/18/2026 00:43:00	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	6	1
083901144065417082	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144065418670	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144065418812	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	16.000000000000	43.000000000000	24.571428571429	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144065419160	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144065419226	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	12.000000000000	43.000000000000	18.428571428571	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144065510004	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144065511153	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144065511256	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144065511476	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	9.000000000000	43.000000000000	13.821428571429	02/18/2026 00:43:00	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	6	1
083901144065514411	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	15.000000000000	43.000000000000	23.035714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144065517049	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144065518233	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	16.000000000000	43.000000000000	24.571428571429	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144065519462	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	10.000000000000	43.000000000000	15.357142857143	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144073031004	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	29.000000000000	43.000000000000	44.535714285714	02/18/2026 00:43:00	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	6	1
083901144073822021	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	21.000000000000	43.000000000000	32.250000000000	02/18/2026 00:43:00	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	6	1
083901144080292002	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-19	2026-02-19	2026-03-03	13.000000000000	43.000000000000	19.964285714286	02/18/2026 00:43:00	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	1	1
083901144080292078	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-19	2026-02-19	2026-03-03	23.000000000000	43.000000000000	35.321428571429	02/18/2026 00:43:00	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	1	1
083901144080293003	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-19	2026-02-19	2026-03-03	13.000000000000	43.000000000000	19.964285714286	02/18/2026 00:43:00	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	1	1
083901144080293040	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-19	2026-02-19	2026-03-03	23.000000000000	43.000000000000	35.321428571429	02/18/2026 00:43:00	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	1	1
083901144080294026	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-19	2026-02-19	2026-03-03	13.000000000000	43.000000000000	19.964285714286	02/18/2026 00:43:00	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	1	1
083901144080294058	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-19	2026-02-19	2026-03-03	13.000000000000	43.000000000000	19.964285714286	02/18/2026 00:43:00	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	1	1
083901144080294070	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-19	2026-02-19	2026-03-03	14.000000000000	43.000000000000	21.500000000000	02/18/2026 00:43:00	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	1	1
083901144080294087	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-19	2026-02-19	2026-03-03	29.000000000000	43.000000000000	44.535714285714	02/18/2026 00:43:00	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	1	1
083901144080295083	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-19	2026-02-19	2026-03-03	19.000000000000	43.000000000000	29.178571428571	02/18/2026 00:43:00	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	1	1
083901144085070063	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	9.000000000000	43.000000000000	13.821428571429	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144085070437	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144085072798	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144085073600	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	11.000000000000	43.000000000000	16.892857142857	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144085077739	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144085079809	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	10.000000000000	43.000000000000	15.357142857143	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144085079983	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144085175184	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144085177333	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144085178293	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144085179201	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	9.000000000000	43.000000000000	13.821428571429	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144085661459	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144085664509	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144085665729	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	14.000000000000	43.000000000000	21.500000000000	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144085760802	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144085761404	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144085762731	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144085763349	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144085765421	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	17.000000000000	43.000000000000	26.107142857143	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144085769339	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144085769393	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144085769662	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144085861558	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144085863770	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144085864201	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144085864958	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144085865566	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144085865675	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	16.000000000000	43.000000000000	24.571428571429	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144085868094	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144085869699	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	14.000000000000	43.000000000000	21.500000000000	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144085961512	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144085962347	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	16.000000000000	43.000000000000	24.571428571429	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144085963301	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144085964802	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144085965921	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144085966285	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	10.000000000000	43.000000000000	15.357142857143	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
