billing_month	imsi	invoice_rows_per_card_month	charge_type_count	charge_types_observed
2025-09	083901421048507834	2	2	["Partial Charge (Activated AUG)","Prorated-out Charge (Activated SEPT)"]
2025-09	083901421048507836	2	2	["Partial Charge (Activated AUG)","Prorated-out Charge (Activated SEPT)"]
2025-09	083901421048507837	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901421048507841	2	2	["Partial Charge (Activated AUG)","Prorated-out Charge (Activated SEPT)"]
2025-09	083901421048507842	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901421048507843	2	2	["Partial Charge (Activated AUG)","Prorated-out Charge (Activated SEPT)"]
2025-09	083901421048507850	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901421048507851	2	2	["Partial Charge (Activated AUG)","Prorated-out Charge (Activated SEPT)"]
2025-09	083901421048507853	2	2	["Partial Charge (Activated AUG)","Prorated-out Charge (Activated SEPT)"]
2025-09	083901421048507854	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901421048507857	2	2	["Partial Charge (Activated AUG)","Prorated-out Charge (Activated SEPT)"]
2025-09	083901421048507860	2	2	["Partial Charge (Activated AUG)","Prorated-out Charge (Activated SEPT)"]
2025-09	083901421048507866	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901421048507867	2	2	["Partial Charge (Activated AUG)","Prorated-out Charge (Activated SEPT)"]
2025-09	083901421048507870	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901421048507873	2	2	["Partial Charge (Activated AUG)","Prorated-out Charge (Activated SEPT)"]
2025-09	083901421048507877	2	2	["Partial Charge (Activated AUG)","Prorated-out Charge (Activated SEPT)"]
2025-09	083901421048507880	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901421048507881	2	2	["Partial Charge (Activated AUG)","Prorated-out Charge (Activated SEPT)"]
2025-09	083901421048507883	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901421048507887	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901421048507890	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901421048507891	2	2	["Partial Charge (Activated AUG)","Prorated-out Charge (Activated SEPT)"]
2025-09	083901421048507893	2	2	["Partial Charge (Activated AUG)","Prorated-out Charge (Activated SEPT)"]
2025-09	083901421048507897	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001070251	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001070383	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001070384	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001070435	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001070485	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001070589	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001070630	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001070716	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001070779	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001071483	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001071768	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001071899	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001071991	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001072351	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001072383	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001072589	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001072631	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001072771	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001072831	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001072912	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001073174	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001073276	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001073427	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001073436	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001073478	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001073723	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001073727	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001073868	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001073882	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001074042	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001074229	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001074347	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001074572	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001074575	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001074634	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001074956	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001075117	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001075240	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001075371	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001075571	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001075623	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001075651	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001076115	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001076147	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001076831	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001076879	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001077014	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001077372	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001077410	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001077500	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001077613	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001077932	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001078033	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001078114	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001078280	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001078297	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001078374	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001078399	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001078412	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001078540	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001078565	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001078985	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001079075	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001079144	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001079225	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001079254	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001079469	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001079613	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001079834	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001079919	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001081563	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001085988	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001086460	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001086525	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001088469	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001088476	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001089297	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001089933	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001170110	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001170186	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001170342	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001170421	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001170917	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001171164	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001171172	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001171443	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001171451	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001171464	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001171513	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001172153	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001172161	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001172224	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001172269	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001172336	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001172347	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001172377	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001172394	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001172738	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001172815	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001172906	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001173271	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001173408	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001173466	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001173476	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001173482	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001173504	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001173532	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001173697	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001173978	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001174255	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001174276	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001174442	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001174449	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001174539	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001174557	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001174610	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001174725	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001174904	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001175054	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001175245	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001175299	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001175551	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001175578	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001175729	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001176055	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001176218	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001176318	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001176330	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001176358	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001176519	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001176569	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001176591	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001176758	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001177031	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001177288	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001177672	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001177825	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001177913	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001177951	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001178015	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001178136	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001178629	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001178811	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001178920	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001178931	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001178948	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001179063	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001179113	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001179362	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001179377	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001179469	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001179653	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001179734	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001179804	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001179840	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001179997	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001181707	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001186831	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001188080	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001188618	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001270159	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001270223	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001270478	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001270560	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001271132	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001271397	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001271544	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001271598	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001271616	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001271686	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001271841	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001271955	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001271968	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001272020	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001272045	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001272491	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001272572	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001272740	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001273053	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001273713	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001273996	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001274399	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001274547	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001274604	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001274722	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001274756	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001274791	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001274871	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001275106	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001275143	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001275172	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001275225	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001275591	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001276164	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001276664	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001276910	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001277174	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001277435	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001277480	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001278080	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001278095	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001278273	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001278346	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001278724	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001278737	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001278766	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001278852	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001279118	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001279194	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001279272	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001279371	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001279387	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001279434	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001279565	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001279608	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001279623	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001279679	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001279681	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001279698	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001279839	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001279868	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001279954	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001280881	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001282432	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001283304	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001284667	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001289034	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001289500	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001370089	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001370562	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001370923	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001370957	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001370987	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001371203	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001371456	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001371737	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001371852	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001372329	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001372728	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001373466	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001373526	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001373985	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001374043	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001374121	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001374240	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001374351	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001374629	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001374649	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001374919	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001375014	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001375047	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001375194	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001375288	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001375464	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001376103	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001376150	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001376412	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001376808	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001376902	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001376961	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001377095	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001377161	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001377305	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001377344	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001377733	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001378075	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001378178	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001378220	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001378310	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001378320	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001378388	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001378684	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001378702	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001378811	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001378845	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001378929	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001379227	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001379293	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001379316	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001379404	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001380365	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001380415	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001380482	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001382365	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001382560	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001382858	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001385262	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001385719	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001387818	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001389935	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001470262	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001470487	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001470670	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001470701	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001470789	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001470803	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001470811	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001470849	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001470931	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001471274	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001471364	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001471470	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001471534	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001471579	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001471838	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001472084	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001472145	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001472216	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001472402	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001472479	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001472787	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001472813	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001473523	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001473705	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001473806	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001473839	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001473982	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001474008	2	2	["Full Rate","Partial Charge (Activated AUG)"]
2025-09	083901516001474062	2	2	["Full Rate","Partial Charge (Activated AUG)"]
